Open,High,Low,Close,Volume,WAP,Count,Minute,Tesla3,Tesla6,Tesla9,Decision,EXECUTE
1.04385,1.0443,1.04385,1.04425,23,1.044015,21,0,0.0012255,0.002058,0.00036,NO,NO
1.04415,1.04415,1.0438,1.0439,20,1.04396,15,5,0.001587,0.002181,0.0004275,NO,NO
1.04395,1.04455,1.0438,1.04455,44,1.044085,37,10,0.0014685,0.001365,-0.0001935,SELL,NO
1.0447,1.04475,1.04445,1.04455,62,1.044625,34,15,0.0018975,0.0018,0.0014625,SELL,NO
1.0445,1.0445,1.04405,1.04405,41,1.04428,29,20,0.001863,0.001908,0.0014085,NO,NO
1.04415,1.04415,1.0431,1.04315,28,1.043695,25,25,0.0012495,0.000603,-8.10E-05,SELL,NO
1.04335,1.0434,1.043,1.04315,32,1.04317,22,30,0.0001635,-0.001167,-0.0023355,SELL,NO
1.04335,1.0435,1.04325,1.04345,24,1.043425,14,35,-0.000459,-0.001743,-0.002457,SELL,NO
1.0435,1.0435,1.04295,1.043,50,1.043115,32,40,-0.000366,-0.001701,-0.000648,NO,NO
1.04285,1.0432,1.04265,1.04265,67,1.043005,43,45,-0.0011775,-0.003012,-0.0013275,NO,NO
1.04275,1.043,1.0424,1.0427,48,1.042815,33,50,-0.0013575,-0.003105,-0.0010845,NO,NO
1.04275,1.04275,1.04195,1.042,39,1.042225,30,55,-0.0014445,-0.002784,-0.001107,NO,NO
1.04225,1.0424,1.042,1.0422,48,1.042205,38,0,-0.0023205,-0.003372,-0.001989,NO,NO
1.0422,1.0428,1.0422,1.04265,46,1.042505,38,5,-0.002442,-0.002757,-0.001296,NO,NO
1.04275,1.04275,1.0424,1.04265,48,1.042605,33,10,-0.0018525,-0.001323,0.000684,BUY,NO
1.04265,1.0429,1.0423,1.04235,24,1.04261,20,15,-0.001578,-0.00111,0.000873,BUY,NO
1.04205,1.04265,1.04205,1.04265,61,1.04238,40,20,-0.001575,-0.001104,-0.0005445,BUY,EXECUTE
1.0426,1.0431,1.04245,1.04275,89,1.042875,66,25,-0.0010335,-0.000174,-0.000126,BUY,NO
1.04275,1.04275,1.0422,1.0424,106,1.042465,69,30,-0.0004395,0.0009,0.000702,NO,NO
1.0424,1.0428,1.0423,1.0428,115,1.04254,71,35,-0.000789,0.000114,-0.00054,NO,NO
1.04285,1.0431,1.0426,1.04285,169,1.04281,109,40,-0.000114,0.000513,0.000468,NO,NO
1.0428,1.04315,1.0428,1.0431,56,1.042975,45,45,0.000291,0.000672,0.000477,NO,NO
1.04305,1.0432,1.04285,1.04285,56,1.04303,41,50,0.00069,0.000948,0.001134,BUY,NO
1.0428,1.04285,1.0423,1.0425,51,1.04253,37,55,0.000636,0.000798,0.0002745,NO,NO
1.04255,1.04365,1.04255,1.04345,150,1.043145,97,0,7.05E-05,-6.00E-05,-0.0010665,SELL,NO
1.04335,1.0436,1.0429,1.0431,65,1.04332,46,5,0.000867,0.00138,0.001179,NO,NO
1.04325,1.0436,1.04285,1.0434,155,1.04333,90,10,0.000801,0.00141,0.0010035,NO,NO
1.04335,1.04355,1.0431,1.04315,72,1.043325,57,15,0.000909,0.001203,0.0009315,NO,NO
1.0432,1.0432,1.04265,1.0427,36,1.042915,24,20,0.000837,0.001023,-6.30E-05,NO,NO
1.0427,1.0427,1.0415,1.0416,69,1.042285,46,25,0.000162,-0.00027,-0.001494,SELL,NO
1.04165,1.0421,1.04145,1.0416,138,1.041785,101,30,-0.000876,-0.002493,-0.0035865,SELL,NO
1.0417,1.0426,1.0417,1.0421,104,1.042175,62,35,-0.0013155,-0.003213,-0.003006,NO,NO
1.0421,1.0432,1.0421,1.0429,99,1.042735,63,40,-0.0008385,-0.002742,-0.000549,NO,NO
1.04285,1.0429,1.0427,1.04275,36,1.042845,25,45,-0.000153,-0.001032,0.001971,NO,NO
1.04255,1.04255,1.0422,1.04245,67,1.04236,44,50,-0.0003705,-0.000639,0.001125,NO,NO
1.0424,1.04255,1.04225,1.04225,52,1.04237,35,55,-0.0008415,-0.000474,-0.0005355,NO,NO
1.0422,1.04225,1.0414,1.04155,61,1.04188,42,0,-0.001194,-1.20E-05,-0.001053,NO,NO
1.0416,1.0428,1.0416,1.0428,80,1.042235,54,5,-0.001779,-0.001212,-0.0022455,NO,NO
1.04275,1.0428,1.0419,1.04195,126,1.042405,74,10,-0.0005655,0.000258,0.0010125,BUY,NO
1.04175,1.04195,1.04175,1.04185,76,1.041845,46,15,-0.0006,-0.001083,-0.000522,NO,NO
1.0419,1.04225,1.04175,1.04215,117,1.041975,68,20,-0.000501,-0.001692,-0.0007875,NO,NO
1.04215,1.0427,1.04205,1.0425,93,1.04233,60,25,-0.000219,-0.000723,-0.000189,NO,NO
1.04245,1.04285,1.04225,1.0428,99,1.042485,65,30,6.00E-06,0.000429,0.0009045,BUY,NO
1.04285,1.0431,1.0424,1.04255,168,1.042745,92,35,0.0001665,0.001068,0.0018315,BUY,NO
1.04255,1.04315,1.0425,1.04315,104,1.042755,71,40,8.40E-05,0.001335,0.0009495,NO,NO
1.0431,1.04435,1.0431,1.0441,252,1.04382,141,45,0.0006765,0.00195,0.0012555,NO,NO
1.044,1.045,1.04385,1.0448,470,1.04446,236,50,0.0020385,0.004251,0.0034515,NO,NO
1.04465,1.04485,1.0445,1.04455,610,1.04456,227,55,0.002799,0.005751,0.003996,NO,NO
1.0446,1.0449,1.04445,1.04455,443,1.04461,170,0,0.0029865,0.005271,0.0024525,NO,NO
1.04455,1.04465,1.04435,1.04445,123,1.044515,65,5,0.002958,0.004803,0.000783,NO,NO
1.0444,1.04465,1.04435,1.04455,109,1.04453,73,10,0.0027825,0.003615,-0.0002835,NO,NO
1.04455,1.04465,1.0444,1.0445,63,1.044505,52,15,0.0028575,0.002628,-4.95E-05,SELL,NO
1.04445,1.0445,1.0441,1.04425,79,1.04418,48,20,0.0025125,0.001389,-0.000225,SELL,NO
1.0442,1.0443,1.0438,1.0439,105,1.04397,77,25,0.0019335,-0.000414,-0.000873,SELL,NO
1.04395,1.04395,1.04355,1.0437,92,1.043775,61,30,0.0012105,-0.001383,-0.0012105,NO,NO
1.04365,1.04375,1.04345,1.0436,92,1.043575,57,35,0.000321,-0.002019,-0.001422,NO,NO
1.04345,1.04395,1.04345,1.0438,57,1.04366,27,40,-0.0004635,-0.002466,-0.001305,NO,NO
1.0438,1.0438,1.04355,1.0436,28,1.043665,22,45,-0.000759,-0.001686,-5.40E-05,NO,NO
1.04365,1.0437,1.04335,1.04335,57,1.04352,34,50,-0.0010545,-0.001533,-4.05E-05,NO,NO
1.0433,1.0433,1.0431,1.0431,36,1.04323,22,55,-0.0013725,-0.001674,-0.000702,NO,NO
1.0431,1.0434,1.0431,1.0434,25,1.043245,13,0,-0.00165,-0.001704,-0.0012735,NO,NO
1.0435,1.04355,1.04335,1.04355,32,1.043485,16,5,-0.001272,-0.000894,-0.000153,BUY,NO
1.0436,1.04385,1.0436,1.0436,14,1.04367,8,10,-0.0009045,-0.000303,0.000621,BUY,NO
1.0435,1.04365,1.04345,1.0436,20,1.043545,13,15,-0.000627,-4.80E-05,0.000639,BUY,NO
1.0436,1.04365,1.0435,1.0436,28,1.043575,19,20,-0.000363,0.000129,0.0003105,BUY,NO
1.0436,1.04405,1.04355,1.044,68,1.043775,37,25,-0.000189,0.000414,6.75E-05,NO,NO
1.044,1.044,1.04375,1.04395,22,1.043875,15,30,0.0002625,0.001242,0.0008865,NO,NO
1.04395,1.04405,1.04385,1.04385,8,1.043975,8,35,0.000369,0.001212,0.000792,NO,NO
1.0438,1.0438,1.0437,1.0437,10,1.04372,5,40,0.0004425,0.000963,0.000315,NO,NO
1.0438,1.0439,1.0438,1.04385,19,1.043855,11,45,0.000414,0.000459,-0.0002745,NO,NO
1.0439,1.04435,1.0439,1.04435,26,1.044045,17,50,0.000609,0.000567,7.65E-05,SELL,NO
1.04435,1.0444,1.0442,1.0442,28,1.0443,19,55,0.000948,0.001212,0.0010755,NO,NO
1.0442,1.0443,1.0442,1.0443,12,1.04423,9,0,0.0009165,0.00108,0.000972,NO,NO
1.04435,1.04455,1.04435,1.0445,15,1.044465,9,5,0.0008655,0.001089,0.000657,NO,NO
1.0445,1.0445,1.04415,1.0442,22,1.04424,14,10,0.0010095,0.001503,0.000801,NO,NO
1.0442,1.04425,1.044,1.04405,32,1.044125,24,15,0.000633,0.000771,-0.0003195,NO,NO
1.044,1.04415,1.044,1.0441,4,1.04409,4,20,0.000315,0.000198,-0.000729,SELL,NO
1.0441,1.0442,1.0441,1.0442,12,1.044145,10,25,0.0003105,-3.00E-05,-0.000486,SELL,NO
1.0442,1.0442,1.04395,1.04395,14,1.04413,13,30,0.0003795,-0.00021,8.10E-05,NO,NO
1.0439,1.0439,1.04355,1.0436,15,1.043695,12,35,0.0001395,-0.000705,-0.000387,NO,NO
1.04365,1.04375,1.0436,1.04375,19,1.043685,10,40,-0.000369,-0.001422,-0.001233,NO,NO
1.0438,1.04395,1.04375,1.04375,12,1.04385,7,45,-0.000438,-0.00117,-0.0006165,NO,NO
1.0438,1.044,1.0438,1.0439,14,1.043915,8,50,-0.000522,-0.00078,-5.40E-05,NO,NO
1.04395,1.044,1.04375,1.04375,12,1.04391,11,55,-0.0004515,-0.000456,0.0005265,NO,NO
1.04375,1.04375,1.0437,1.0437,9,1.043705,6,0,-0.000522,-0.000444,-3.60E-05,BUY,NO
1.0437,1.04375,1.04365,1.04375,8,1.043715,6,5,-0.000633,-0.000507,-0.000513,NO,NO
1.04385,1.044,1.0438,1.04385,22,1.04396,9,10,-0.000441,-0.000138,-0.0001035,BUY,NO
1.0438,1.04385,1.0437,1.0438,36,1.04376,14,15,-0.000291,0.000225,0.000207,NO,NO
1.04385,1.04385,1.04335,1.0434,15,1.043605,14,20,-0.000252,-8.40E-05,7.20E-05,BUY,NO
1.0434,1.04355,1.0434,1.04355,44,1.04351,30,25,-0.0004935,-0.000822,-0.000927,SELL,NO
1.0436,1.0436,1.04335,1.04345,20,1.04345,11,30,-0.000342,-0.000615,-0.0005535,NO,NO
1.0435,1.0435,1.04335,1.0435,19,1.043435,16,35,-0.0003735,-0.000834,-0.0003825,NO,NO
1.04345,1.04345,1.04315,1.04315,20,1.043315,15,40,-0.000477,-0.000822,-0.000207,NO,NO
1.04315,1.04355,1.04315,1.0435,37,1.043395,15,45,-0.000735,-0.001266,-0.000702,NO,NO
1.04355,1.04375,1.04355,1.0437,13,1.04366,9,50,-0.0004065,-0.000567,0.0002655,NO,NO
1.0437,1.04395,1.04365,1.0437,339,1.04375,177,55,-0.000171,0.000237,0.0008235,BUY,NO
1.0437,1.0445,1.04365,1.04445,126,1.043905,51,0,-7.20E-05,0.00054,0.000702,BUY,EXECUTE
1.0445,1.04485,1.0445,1.0448,39,1.04465,19,5,0.000531,0.00186,0.00189,BUY,NO
1.0447,1.04505,1.0447,1.04495,41,1.044905,29,10,0.0011595,0.003063,0.0024615,NO,NO
1.045,1.0451,1.04485,1.04495,39,1.04501,25,15,0.0016455,0.003603,0.00234,NO,NO
1.0449,1.045,1.0449,1.04495,11,1.044925,9,20,0.001746,0.00342,0.001215,NO,NO
1.045,1.045,1.04485,1.04485,16,1.044925,12,25,0.001842,0.003084,0.000324,NO,NO
1.0449,1.045,1.0448,1.04485,10,1.044905,10,30,0.0018165,0.002211,-0.0001035,NO,NO
1.04485,1.0451,1.04485,1.04505,12,1.04501,11,35,0.0017115,0.00138,-0.0002295,SELL,NO
1.04515,1.04515,1.045,1.045,13,1.045095,10,40,0.00186,0.00111,0.0004995,SELL,NO
1.045,1.0451,1.045,1.04505,8,1.045045,6,45,0.001644,0.00042,0.0002295,SELL,NO
1.045,1.04515,1.04495,1.045,30,1.045075,17,50,0.0012375,0.000195,3.15E-05,SELL,NO
1.045,1.04525,1.045,1.04525,53,1.04516,32,55,0.000882,0.000231,-6.75E-05,SELL,NO
1.04525,1.04535,1.04515,1.0452,74,1.04526,46,0,0.000705,0.000633,0.0004005,SELL,NO
1.04515,1.04525,1.04515,1.04525,7,1.04522,4,5,0.000399,0.000531,0.000252,NO,NO
1.04515,1.04515,1.04515,1.04515,3,1.04515,3,10,0.0002925,0.000411,2.25E-05,NO,NO
1.04505,1.04505,1.04485,1.04485,30,1.044975,11,15,0.0001905,0.000105,-0.000351,SELL,NO
1.0449,1.045,1.04485,1.0449,45,1.04495,18,20,-4.50E-06,-0.000375,-0.0007695,SELL,NO
1.04485,1.0451,1.0447,1.04505,47,1.044905,22,25,-0.0001005,-0.000564,-0.0006255,SELL,NO
1.04505,1.04505,1.04505,1.04505,2,1.04505,1,30,-4.35E-05,-0.000483,-6.30E-05,NO,NO
1.04515,1.04515,1.04505,1.04505,9,1.045135,6,35,5.25E-05,-0.000234,0.000468,NO,NO
1.045,1.0452,1.04495,1.04505,24,1.045075,20,40,-3.15E-05,-0.000201,0.000207,NO,NO
1.04505,1.04525,1.04505,1.04515,17,1.04516,10,45,-8.70E-05,-2.70E-05,7.65E-05,BUY,NO
1.0452,1.04545,1.0449,1.04535,109,1.04507,63,50,1.50E-06,0.000444,0.00027,NO,NO
1.04545,1.04545,1.04515,1.0452,28,1.045265,17,55,7.50E-05,0.000696,0.00054,NO,NO
1.0451,1.0452,1.0451,1.0451,10,1.04513,7,0,3.75E-05,0.000414,0.000144,NO,NO
1.045,1.0451,1.045,1.0451,5,1.04508,2,5,-1.05E-05,5.70E-05,-0.0003285,NO,NO
1.0452,1.04525,1.0449,1.04525,4,1.045065,4,10,0.000174,8.40E-05,1.35E-05,SELL,NO
1.04535,1.0454,1.0452,1.04535,15,1.045355,6,15,0.000285,0.000234,0.000261,NO,NO
1.0453,1.04545,1.04525,1.04545,13,1.045335,5,20,0.000381,0.000444,0.000612,BUY,NO
1.04545,1.04545,1.04545,1.04545,0,1.04545,0,25,0.0004215,0.000567,0.0006615,BUY,NO
1.04545,1.04545,1.04545,1.04545,0,1.04545,0,30,0.000414,0.000753,0.0005355,NO,NO
1.04545,1.04545,1.04545,1.04545,0,1.04545,0,35,0.000408,0.000756,0.000189,NO,NO
1.04545,1.04545,1.04545,1.04545,0,1.04545,0,40,0.000369,0.000702,0.0001035,NO,NO
1.0454,1.0454,1.0454,1.0454,2,1.0454,2,45,0.0003225,0.000519,-9.00E-05,NO,NO
1.0454,1.0454,1.0454,1.0454,0,1.0454,0,50,0.0003165,0.000237,-0.000135,SELL,NO
1.04535,1.04535,1.04535,1.04535,2,1.04535,1,55,0.000288,-5.40E-05,-0.00018,SELL,NO
1.04525,1.04525,1.045,1.04505,44,1.04512,24,0,0.000171,-0.000291,-0.00036,SELL,NO
1.04505,1.04505,1.04495,1.045,8,1.045005,7,5,-0.0001485,-0.000876,-0.000837,NO,NO
1.04505,1.04505,1.04495,1.04505,7,1.045015,6,10,-0.0003285,-0.000984,-0.0006885,NO,NO
1.0451,1.04545,1.0451,1.04545,12,1.04531,7,15,-0.000408,-0.000882,-0.000234,NO,NO
1.04535,1.04535,1.04515,1.04525,20,1.045295,13,20,-0.0001095,-0.000168,0.000783,NO,NO
1.04525,1.0453,1.0452,1.0453,5,1.04524,5,25,-0.000213,-0.000108,0.0004185,BUY,NO
1.0453,1.0454,1.0452,1.0452,10,1.04532,7,30,-0.000201,0.000123,0.000198,BUY,NO
1.0452,1.0452,1.045,1.045,9,1.045145,5,35,-0.000198,0.00033,-0.0001125,NO,NO
1.0449,1.0449,1.0448,1.0448,9,1.04489,6,40,-0.000453,-0.000216,-0.000819,NO,NO
1.0448,1.04485,1.0448,1.04485,6,1.044825,2,45,-0.000567,-0.000747,-0.0010935,SELL,NO
1.0448,1.04495,1.0448,1.04495,7,1.044835,4,50,-0.0004875,-0.000966,-0.000837,NO,NO
1.04535,1.0454,1.04535,1.0454,4,1.045375,3,55,-3.60E-05,-0.000477,0.0006075,NO,NO
1.0455,1.04625,1.0455,1.04625,188,1.045905,81,0,0.00039,0.00045,0.0016425,BUY,EXECUTE
1.04625,1.0469,1.0462,1.0469,98,1.04653,60,5,0.0011055,0.002229,0.003033,BUY,NO
1.0468,1.0469,1.04635,1.04635,54,1.04664,28,10,0.00174,0.003888,0.0036135,NO,NO
1.04635,1.04645,1.0463,1.0463,8,1.046325,6,15,0.0014445,0.003771,0.001377,NO,NO
1.04615,1.0464,1.0461,1.0464,3,1.046215,3,20,0.001185,0.003015,-0.000405,NO,NO
1.04625,1.04625,1.04605,1.04605,6,1.0462,5,25,0.0013005,0.002394,-0.000702,NO,NO
1.04605,1.04625,1.04595,1.04595,7,1.046065,6,30,0.001296,0.001113,-0.000792,SELL,NO
1.04585,1.04585,1.0457,1.0457,3,1.045765,3,35,0.0012405,-0.000372,-0.0008775,SELL,NO
1.04565,1.04565,1.04505,1.0451,36,1.045215,22,40,0.0008715,-0.001542,-0.0012735,NO,NO
1.045,1.0451,1.045,1.045,21,1.045035,16,45,-0.000153,-0.003168,-0.0025335,NO,NO
1.04485,1.0451,1.0448,1.0451,44,1.04495,21,50,-0.0008625,-0.003366,-0.002079,NO,NO
1.04505,1.0451,1.04495,1.045,18,1.04504,11,55,-0.001335,-0.002883,-0.0008685,NO,NO
1.045,1.045,1.0449,1.045,15,1.044955,9,0,-0.001596,-0.002499,-0.000144,NO,NO
1.04515,1.04515,1.045,1.045,12,1.045025,5,5,-0.00165,-0.001821,0.000207,NO,NO
1.0451,1.04515,1.04505,1.04505,9,1.0451,7,10,-0.001539,-0.001098,0.000252,BUY,NO
1.045,1.0451,1.0449,1.0449,8,1.044995,7,15,-0.0013815,-0.000459,7.20E-05,BUY,NO
1.04485,1.0449,1.04455,1.0446,41,1.04471,19,20,-0.0013665,-0.00033,-0.0003465,NO,NO
1.0447,1.0448,1.0447,1.04475,11,1.04475,6,25,-0.0013275,-0.000696,-0.000909,NO,NO
1.0446,1.0446,1.0444,1.0444,22,1.044475,12,30,-0.001014,-0.000762,-0.0007695,NO,NO
1.0443,1.04435,1.04425,1.0443,8,1.0443,6,35,-0.0010245,-0.001542,-0.001242,NO,NO
1.0443,1.0445,1.0442,1.0442,10,1.044325,9,40,-0.000912,-0.001725,-0.0009315,NO,NO
1.04415,1.0445,1.04415,1.0445,3,1.044285,3,45,-0.000909,-0.001728,-0.00081,NO,NO
1.0446,1.0446,1.04435,1.0444,6,1.044485,4,50,-0.00066,-0.001071,0.0003465,NO,NO
1.04425,1.04425,1.04415,1.04415,9,1.044235,3,55,-0.000795,-0.000876,6.75E-05,NO,NO
1.0443,1.0443,1.0441,1.0441,10,1.044145,6,0,-0.0009015,-0.000699,-0.000234,BUY,NO
1.04405,1.0443,1.04405,1.0443,8,1.04419,5,5,-0.001032,-0.000876,-0.000684,BUY,NO
1.0443,1.04435,1.04405,1.04405,12,1.04427,7,10,-0.0007725,-0.000243,-6.75E-05,BUY,NO
1.04435,1.04435,1.04435,1.04435,9,1.04435,2,15,-0.000507,-9.30E-05,0.00036,BUY,NO
1.0443,1.04445,1.0443,1.04445,2,1.044375,2,20,-0.0002805,-1.80E-05,0.0003105,BUY,NO
1.04455,1.04455,1.04445,1.0445,10,1.0445,4,25,6.66E-17,0.00042,0.0005985,BUY,NO
1.0445,1.0448,1.0445,1.0448,28,1.044705,17,30,0.0001845,0.000567,0.0004545,NO,NO
1.04475,1.04475,1.0446,1.04465,7,1.044655,5,35,0.0004545,0.001242,0.000882,NO,NO
1.04445,1.04445,1.04435,1.0444,5,1.04439,4,40,0.000264,0.000753,-2.25E-05,NO,NO
1.04465,1.0447,1.04465,1.0447,9,1.04468,3,45,0.000279,0.000537,-0.000153,NO,NO
1.0447,1.0447,1.0447,1.0447,0,1.0447,0,50,0.0005115,0.000759,0.000297,NO,NO
1.04495,1.04535,1.04495,1.04535,14,1.045105,11,55,0.000738,0.000822,0.0007875,NO,NO
1.04525,1.04535,1.0452,1.0452,12,1.045275,6,0,0.0011265,0.001485,0.0016515,BUY,NO
1.04515,1.04515,1.0451,1.0451,3,1.045135,2,5,0.0010995,0.00156,0.000981,NO,NO
1.04505,1.04505,1.04485,1.04485,8,1.044955,7,10,0.0008625,0.001164,0.0001395,NO,NO
1.0449,1.045,1.04485,1.0449,21,1.044905,7,15,0.000534,0.000771,-0.000684,NO,NO
1.0449,1.045,1.0449,1.045,4,1.044975,3,20,0.0004125,0.000441,-0.000594,NO,NO
1.0451,1.0452,1.0451,1.04515,7,1.045155,4,25,0.00057,0.000234,0.000162,SELL,NO
1.0452,1.0453,1.0452,1.0453,7,1.045285,3,30,0.000684,0.000297,0.000648,NO,NO
1.0452,1.0452,1.04485,1.04485,8,1.044985,7,35,0.0007635,0.0003,0.000585,NO,NO
1.0448,1.04485,1.04475,1.04485,7,1.044795,5,40,0.0002085,-0.00042,-0.000747,SELL,NO
1.0449,1.0451,1.04485,1.0451,6,1.04494,6,45,-0.000111,-0.000348,-0.000747,SELL,NO
1.0451,1.04525,1.04505,1.0451,8,1.04517,7,50,-4.05E-05,5.40E-05,6.75E-05,BUY,NO
1.04505,1.04505,1.0449,1.0449,6,1.044985,6,55,-9.00E-06,7.20E-05,0.000495,BUY,NO
1.04495,1.04495,1.04465,1.0447,8,1.04478,7,0,-0.00012,-0.000318,-1.80E-05,NO,NO
1.04455,1.0446,1.0445,1.0445,7,1.044555,5,5,-0.000393,-0.000936,-0.0010935,SELL,NO
1.04445,1.04465,1.04445,1.0445,58,1.04454,44,10,-0.000594,-0.001197,-0.001332,SELL,NO
1.0445,1.0447,1.0445,1.04455,26,1.044645,14,15,-0.000672,-0.001086,-0.000702,NO,NO
1.0444,1.0444,1.0441,1.0443,50,1.04421,30,20,-0.000693,-0.00108,-0.000387,NO,NO
1.0444,1.0444,1.0444,1.0444,6,1.0444,6,25,-0.0009,-0.001593,-0.000657,NO,NO
1.04415,1.04415,1.04415,1.04415,1,1.04415,1,30,-0.0008715,-0.001434,-0.0006255,NO,NO
1.04415,1.04415,1.04415,1.04415,2,1.04415,1,35,-0.000987,-0.001356,-0.0007245,NO,NO
1.04405,1.0441,1.04405,1.0441,8,1.04408,5,40,-0.001047,-0.001272,-0.000459,NO,NO
1.0441,1.0441,1.044,1.0441,19,1.04403,9,45,-0.0010545,-0.000954,-0.000378,BUY,NO
1.04405,1.0441,1.04395,1.04395,20,1.044005,8,50,-0.000999,-0.000981,-0.000225,BUY,NO
1.04385,1.04385,1.04375,1.0438,11,1.043795,8,55,-0.000945,-0.001017,-0.0004995,NO,NO
1.04375,1.0438,1.04365,1.0438,13,1.04371,11,0,-0.001029,-0.001092,-0.000738,NO,NO
1.04375,1.04375,1.04375,1.04375,1,1.04375,1,5,-0.000909,-0.001116,-0.000558,NO,NO
1.0438,1.0438,1.04375,1.04375,2,1.043775,2,10,-0.0008085,-0.000786,-0.000144,BUY,NO
1.04355,1.04355,1.04315,1.04335,85,1.0433,38,15,-0.0008265,-0.000969,-0.000342,NO,NO
1.0435,1.0436,1.04345,1.04345,6,1.0435,4,20,-0.000993,-0.001386,-0.0008415,NO,NO
1.04345,1.0438,1.04345,1.04375,20,1.043595,14,25,-0.000864,-0.000984,-0.0003825,NO,NO
1.04375,1.04405,1.04375,1.04405,9,1.04386,6,30,-0.000516,-0.000342,0.000468,BUY,NO
1.0439,1.04405,1.0439,1.044,16,1.043965,10,35,-0.0002235,0.000294,0.0011385,BUY,NO
1.0441,1.0441,1.0441,1.0441,2,1.0441,2,40,6.60E-05,0.000957,0.001089,BUY,NO
1.04395,1.04395,1.04385,1.04395,11,1.043915,8,45,0.000168,0.001065,0.000522,NO,NO
1.04385,1.04385,1.0434,1.0434,19,1.043495,6,50,8.10E-05,0.000816,-0.000279,NO,NO
1.0434,1.0434,1.043,1.0433,148,1.043225,80,55,-0.000372,-0.000279,-0.0015165,NO,NO
1.0432,1.04385,1.04315,1.04335,101,1.043495,50,0,-0.0005055,-0.001242,-0.0016965,SELL,NO
1.04325,1.04375,1.04325,1.04365,17,1.043515,14,5,-0.0002505,-0.001218,-0.000576,NO,NO
1.0434,1.044,1.0434,1.04395,41,1.04372,25,10,-0.000102,-0.001206,9.00E-05,NO,NO
1.04395,1.0442,1.04395,1.0442,24,1.044095,18,15,0.0003255,-8.10E-05,0.0012465,NO,NO
1.04425,1.04465,1.04415,1.04465,103,1.0443,50,20,0.000531,0.001173,0.0016785,BUY,EXECUTE
1.0448,1.04535,1.0448,1.0453,76,1.045095,41,25,0.000804,0.002442,0.002313,NO,NO
1.0452,1.0453,1.04465,1.04465,50,1.04499,33,30,0.001425,0.004116,0.003042,NO,NO
1.0446,1.0454,1.04455,1.0452,37,1.04499,30,35,0.0011115,0.003135,0.00063,NO,NO
1.04525,1.04545,1.04505,1.04525,77,1.045225,42,40,0.0017235,0.003393,0.0009945,NO,NO
1.0452,1.04525,1.045,1.045,23,1.04509,13,45,0.002016,0.003132,0.000495,NO,NO
1.045,1.04535,1.045,1.04505,18,1.045125,13,50,0.001935,0.001782,-0.0001035,SELL,NO
1.0452,1.0452,1.0447,1.0448,45,1.04492,31,55,0.0020085,0.001302,0.000198,SELL,NO
1.04475,1.0451,1.04445,1.0451,162,1.04481,92,0,0.0013545,-2.10E-05,-0.000918,SELL,NO
1.0452,1.0458,1.0452,1.0457,120,1.045555,72,5,0.001317,-0.000168,6.75E-05,NO,NO
1.0457,1.046,1.0457,1.04585,29,1.045815,24,10,0.00159,0.001329,0.00189,NO,NO
1.0458,1.04655,1.04575,1.0465,99,1.04619,74,15,0.001425,0.00168,0.001917,BUY,NO
1.0464,1.04675,1.04625,1.04675,69,1.046495,52,20,0.0017415,0.002892,0.002529,NO,NO
1.0466,1.04665,1.04555,1.0459,202,1.045965,116,25,0.001767,0.003747,0.0019215,NO,NO
1.04595,1.04655,1.0455,1.0456,159,1.04603,93,30,0.0010605,0.002052,-0.0005715,NO,NO
1.04565,1.0461,1.04555,1.04575,161,1.045795,92,35,0.000879,0.001356,-0.001188,NO,NO
1.04565,1.04605,1.04565,1.0457,171,1.045795,89,40,0.000759,0.000312,-0.0012555,SELL,NO
1.0456,1.04565,1.0449,1.04535,56,1.045295,39,45,0.0008535,-0.000759,-0.0007155,NO,NO
1.04555,1.04595,1.0453,1.04595,54,1.04572,30,50,0.000384,-0.001665,-0.0011025,NO,NO
1.046,1.0474,1.0459,1.04695,348,1.04687,144,55,0.000702,-0.000744,0.0007515,NO,NO
1.0469,1.04705,1.0454,1.04555,116,1.04617,67,0,0.001551,0.001953,0.003474,BUY,NO
1.0456,1.0456,1.04445,1.0445,84,1.04511,51,5,-0.0001545,-2.70E-05,-0.0004635,NO,NO
1.0446,1.04465,1.0438,1.0438,98,1.044275,74,10,-0.0015135,-0.002097,-0.004005,SELL,NO
1.04385,1.04405,1.04335,1.04395,127,1.043665,87,15,-0.002529,-0.003813,-0.0055575,SELL,NO
1.04385,1.04405,1.0434,1.0434,177,1.04381,101,20,-0.0027765,-0.00519,-0.003771,NO,NO
1.0434,1.04385,1.04335,1.04385,121,1.04354,66,25,-0.0027495,-0.005781,-0.002196,NO,NO
1.04395,1.044,1.0435,1.04395,44,1.043745,35,30,-0.0023805,-0.005334,-0.000279,NO,NO
1.04405,1.04435,1.04375,1.04435,50,1.04417,38,35,-0.0021045,-0.004101,0.000747,NO,NO
1.04435,1.04455,1.04385,1.04385,126,1.04426,66,40,-0.001992,-0.001308,0.0015975,BUY,NO
1.04395,1.0441,1.04375,1.0441,73,1.043975,38,45,-0.0022905,-0.000264,0.0006345,BUY,NO
1.04405,1.04405,1.0436,1.04365,102,1.04385,68,50,-0.002346,0.000456,-9.00E-05,NO,NO
1.04365,1.0438,1.0429,1.0432,92,1.043305,55,55,-0.0022275,0.000144,-0.0011295,NO,NO
1.0432,1.0434,1.0427,1.0431,147,1.04303,76,0,-0.001863,-0.001353,-0.002142,NO,NO
